Accuracy,AreaUnderPR,AreaUnderROC,F1,Precision,Recall,Split
0.7327127706210524,0.829623446610859,0.8137384188261013,0.7325958426326075,0.7325420990547433,0.7327127706210523,Train
0.7293901788481153,0.8264012154674685,0.810242820925489,0.7292806999728256,0.7292257129751555,0.7293901788481152,Test
